movieId,title,genres,year
209311,Waves (2020),Drama|Romance,2020.0
210455,Gretel & Hansel (2020),Fantasy|Horror|Thriller,2020.0
210469,Like a Boss (2020),Comedy,2020.0
210569,Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn) (2020),Action|Adventure|Crime,2020.0
210571,Fantasy Island (2020),Fantasy|Horror|Sci-Fi,2020.0
210573,The King's Man (2020),Action|Adventure|Comedy,2020.0
210575,The Photograph (2020),Drama|Romance,2020.0
210577,Sonic the Hedgehog (2020),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2020.0
210579,What About Love (2020),Drama|Romance,2020.0
210847,Bloodshot (2020),Action|Drama|Fantasy|Sci-Fi,2020.0
210849,The Call of the Wild (2020),Adventure|Children|Drama,2020.0
210851,Emma (2020),Comedy|Drama,2020.0
210853,My Boyfriend's Meds (2020),(no genres listed),2020.0
210855,The Rhythm Section (2020),Action|Mystery|Thriller,2020.0
210857,The Turning (2020),Horror|Thriller,2020.0
210859,Run (2020),Thriller,2020.0
210861,The Gentlemen (2020),Action|Crime,2020.0
210863,Dolittle (2020),Children|Comedy|Fantasy,2020.0
210865,Bad Boys for Life (2020),Action|Crime|Thriller,2020.0
210867,Underwater (2020),Action|Horror,2020.0
210869,My Spy (2020),Action|Children|Comedy,2020.0
210873,Invasion (2020),Action|Sci-Fi,2020.0
211141,Echo (2020),Drama,2020.0
211223,The Grudge (2020),Horror|Mystery,2020.0
211391,Downhill (2020),Drama,2020.0
211428,Ana (2020),Comedy|Drama,2020.0
211504,Rogue Warfare: Death of a Nation (2020),Action|War,2020.0
211540,Tolo Tolo (2020),Comedy,2020.0
211544,De kuthoer (2020),Comedy|Horror,2020.0
211594,Tommaso (2020),Drama,2020.0
211708,Ladies of Steel (2020),Comedy|Drama,2020.0
211710,Hammamet (2020),Drama,2020.0
211726,Escape from Pretoria (2020),Thriller,2020.0
211842,Jezebel (2020),Children|Drama,2020.0
211874,Goldman v Silverman (2020),Comedy|Drama,2020.0
211888,Jak zostałem gangsterem. Historia prawdziwa (2020),Crime|Drama,2020.0
211914,Russell Peters: Deported (2020),(no genres listed),2020.0
211940,Leslie Jones: Time Machine (2020),Comedy,2020.0
211946,(UN)Ideal Man (2020),Comedy|Romance|Sci-Fi,2020.0
211968,How to Be a Good Wife (2020),Drama,2020.0
212012,Miss Americana (2020),Documentary,2020.0
212036,Chhapaak (2020),Drama,2020.0
212046,The Last Full Measure (2020),Drama,2020.0
212048,Airplane Mode (2020),Comedy|Romance,2020.0
212052,Stargirl (2020),Comedy|Drama|Romance,2020.0
212066,The Heist of the Century (2020),Crime|Drama|Thriller,2020.0
212074,Guns Akimbo (2020),Action|Comedy,2020.0
212088,Horse Girl (2020),Drama|Thriller,2020.0
212094,Figli (2020),Comedy,2020.0
212104,Maid-in-Law (2020),Romance,2020.0
212114,Premature (2020),Drama|Romance,2020.0
212118,The Mercenary (2020),Action,2020.0
212120,The Bet (2020),Comedy,2020.0
212124,Bulletproof 2 (2020),Action|Comedy,2020.0
212142,Go! (2020),Children,2020.0
212190,The Assent (2020),Horror|Thriller,2020.0
212221,Vir Das: For India (2020),Comedy,2020.0
212223,The Windermere Children (2020),Drama,2020.0
212225,True History of the Kelly Gang (2020),Crime|Drama,2020.0
212281,Mulan (2020),Adventure|Drama|Fantasy,2020.0
212303,The Assistant (2020),Drama,2020.0
212365,Odio l'estate (2020),Comedy,2020.0
212371,The New Mutants (2020),Action|Horror|Sci-Fi,2020.0
212395,The Thing About Harry (2020),Comedy|Romance,2020.0
212401,Inherit the Viper (2020),Crime|Drama|Thriller,2020.0
212403,Speed of Life (2020),Drama|Sci-Fi,2020.0
212409,Patients of a Saint (2020),Horror,2020.0
212415,Timmy Failure: Mistakes Were Made (2020),Children,2020.0
212459,Revenir (2020),Drama,2020.0
212461,The Invisible Man (2020),Horror|Sci-Fi|Thriller,2020.0
212469,#cats_the_mewvie (2020),Documentary,2020.0
212477,My Valentine (2020),Horror|Thriller,2020.0
212483,Angels Fallen (2020),Fantasy|Horror|Sci-Fi,2020.0
212487,A Serial Killer's Guide to Life (2020),Comedy|Crime|Thriller,2020.0
212503,The Host (2020),Crime|Mystery|Thriller,2020.0
212511,Alone (2020),Thriller,2020.0
212519,Disturbing the Peace (2020),Action|Crime,2020.0
212587,Spenser Confidential (2020),Crime|Drama|Mystery|Thriller,2020.0
